Input00Weight,Input01Weight,Input02Weight,Input10Weight,Input11Weight,Input12Weight,InputBias00Weight,InputBias01Weight,InputBias02Weight,Hidden000Weight,Hidden010Weight,Hidden020Weight,Hidden0Bias0Weight,Expected,Learned,Error
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,-13,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,0,14,0
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,236,1
-1261,274,-1285,-1259,270,-985,-56,-436,-1219,-728,-449,-545,-1102,256,240,1
